bg_od_pair,google_duration,trip_path_distance,origin_lat,origin_lng,dest_lat,dest_lng
530330086002 to 530330094001,8.0,1.470785157,47.609228,-122.31771299999998,47.589754,-122.316282
530330086002 to 530330094005,19.0,1.76,47.61145,-122.31706,47.59172,-122.31494
530330086002 to 530330098001,21.0,6.74,47.60676,-122.31753,47.57889,-122.38719
530330086002 to 530330100011,12.0,2.327034395,47.608387,-122.320315,47.57916,-122.299796
530330086002 to 530330100013,16.0,3.505775182,47.609228,-122.31771299999998,47.563633,-122.298711
530330086002 to 530330101005,17.0,4.44,47.60886,-122.31691,47.56552,-122.28315
530330086002 to 530330102002,25.0,6.61,47.61204,-122.31792,47.551,-122.25713
530330086002 to 530330102004,20.0,4.842344203,47.608387,-122.320315,47.553573,-122.26913799999998
530330086002 to 530330103005,26.333333333333332,5.573333333333333,47.60863666666666,-122.31899333333332,47.55672333333334,-122.28343333333333
530330086002 to 530330106003,22.0,8.31,47.61216,-122.3171,47.54336,-122.38869
530330086002 to 530330110012,24.0,6.156666666666666,47.61089333333334,-122.31720666666666,47.54364999999999,-122.28815666666667
530330086002 to 530330238041,22.0,11.13372558,47.609228,-122.31771299999998,47.615645,-122.203725
530330086002 to 530330243003,13.0,6.12,47.60465,-122.31808,47.57701,-122.23406
530330086002 to 530330284032,22.0,14.24368743,47.608387,-122.320315,47.442565,-122.294529
530330086002 to 530330300062,30.5,25.75,47.60569,-122.32016,47.31725,-122.312475
530330086002 to 530330323091,25.0,16.76023998,47.604618,-122.31977,47.685835,-122.142316
530330086002 to 530530729072,77.0,44.95,47.60588,-122.32045,47.09157,-122.57744
530330086002 to 530610408001,37.0,29.3672362,47.605841,-122.320354,47.975807,-122.21806200000002
530330086003 to 530330001002,24.0,10.215,47.602895000000004,-122.318185,47.73299,-122.29187999999999
530330086003 to 530330040001,25.0,7.74,47.60244,-122.317995,47.678765,-122.264195
530330086003 to 530330041004,36.5,6.140000000000001,47.60271,-122.31847,47.662594999999996,-122.28136
530330086003 to 530330071002,149.0,3.34,47.60279,-122.31678,47.62116,-122.35182
530330086003 to 530330075001,14.666666666666666,1.72,47.60273,-122.31835333333333,47.62192666666667,-122.31296999999999
530330086003 to 530330078001,8.0,2.15,47.60267,-122.31829,47.60199,-122.28522
530330086003 to 530330079004,11.0,1.5150000000000001,47.602745,-122.31857,47.615790000000004,-122.31003000000001
530330086003 to 530330081001,9.0,1.340918618,47.602033,-122.317115,47.605932,-122.33612
530330086003 to 530330081002,8.5,0.990633501,47.6037095,-122.3158515,47.605235500000006,-122.33124099999999
530330086003 to 530330082001,8.0,1.196139175,47.602033,-122.317115,47.609095,-122.332012
530330086003 to 530330084001,7.0,1.015941585,47.602033,-122.317115,47.61409,-122.320792
530330086003 to 530330085001,12.25,1.1375000000000002,47.60279,-122.3185575,47.60508,-122.3303925
530330086003 to 530330086001,11.333333333333334,0.41333333333333333,47.60264000000001,-122.31389,47.606396666666676,-122.31566333333335
530330086003 to 530330086002,2.0,0.286452031,47.604549,-122.313403,47.606201,-122.316791
530330086003 to 530330092002,4.0,1.12,47.60226,-122.31695,47.60106,-122.33414
530330086003 to 530330093003,14.333333333333334,3.4734231693333335,47.60254633333333,-122.31832899999999,47.57333233333333,-122.32741299999998
530330086003 to 530330101005,12.0,2.97,47.603688,-122.312873,47.568313,-122.288381
530330086003 to 530330262001,29.0,15.47,47.60367,-122.32019,47.44145,-122.22821
530330086003 to 530539400031,43.0,31.58801616,47.603688,-122.312873,47.226577,-122.34742
530330087001 to 530330006002,27.0,9.62,47.6067,-122.31031000000002,47.71259000000001,-122.31282
530330087001 to 530330016001,25.5,11.21,47.608109999999996,-122.306895,47.70279,-122.37889000000001
530330087001 to 530330045002,15.0,5.593581742,47.607179,-122.310431,47.666651,-122.324435
530330087001 to 530330049001,19.0,7.2054181160000015,47.608109000000006,-122.303737,47.662558,-122.353767
530330087001 to 530330053023,18.0,4.412355471,47.60775,-122.304651,47.655335,-122.30352
530330087001 to 530330072002,23.0,1.72,47.60618,-122.3103,47.6163,-122.34397
530330087001 to 530330073003,14.0,2.13751624,47.607179,-122.310431,47.624213,-122.335531
530330087001 to 530330075002,7.0,1.42,47.60708,-122.31238,47.61847,-122.3132
530330087001 to 530330076002,5.0,0.9125868753333334,47.609429,-122.30530566666668,47.61965900000001,-122.304511
530330087001 to 530330076003,4.0,1.14,47.60843,-122.30323,47.61901,-122.30894
530330087001 to 530330079004,11.5,0.7806014365,47.608325,-122.3065905,47.61489400000001,-122.3100745
530330087001 to 530330084001,21.0,1.11,47.60711,-122.30946000000002,47.61391,-122.32137
530330087001 to 530330085002,15.333333333333334,1.0,47.606793333333336,-122.31025333333332,47.60626666666667,-122.32186333333334
530330087001 to 530330085003,9.0,1.0938855159999998,47.607105000000004,-122.30802550000001,47.603484,-122.324727
530330087001 to 530330086001,3.0,0.827044801,47.609451,-122.303831,47.610392000000004,-122.315517
530330087001 to 530330086002,6.333333333333333,0.8066666666666666,47.607823333333336,-122.30570999999999,47.60789,-122.31739
530330087001 to 530330087003,5.333333333333333,0.395226622,47.60821733333333,-122.30836700000002,47.603184,-122.30887766666666
530330087001 to 530330088002,2.0,0.365366148,47.608085,-122.302941,47.605011,-122.301831
530330087001 to 530330091002,8.0,1.179983529,47.606479,-122.31113,47.598569,-122.324269
530330087001 to 530330092002,9.0,1.13089522,47.607706,-122.311907,47.601509,-122.330613
530330087001 to 530330093002,11.0,1.709391621,47.607173,-122.310426,47.597564,-122.333707
530330087001 to 530330093003,18.0,3.7,47.60723,-122.30974,47.58357,-122.32933
530330087001 to 530330094001,8.6,1.7240000000000002,47.607383999999996,-122.31034000000002,47.588962,-122.31409799999999
530330087001 to 530330094004,7.0,2.14,47.60745,-122.30991000000002,47.58116,-122.31351
530330087001 to 530330098001,19.5,6.5600000000000005,47.60686,-122.309,47.579055,-122.381205
530330087001 to 530330207002,23.0,13.00094543,47.608163,-122.302983,47.757459,-122.346483
530330087002 to 530330042005,19.0,8.206446797,47.602156,-122.306332,47.668675,-122.295603
530330087002 to 530330053023,16.0,4.465172006,47.603108,-122.302654,47.655335,-122.30352
530330087002 to 530330074021,11.0,2.74,47.60549,-122.30303,47.61921,-122.32327
530330087002 to 530330078001,7.0,1.2,47.60223,-122.303376,47.60651,-122.284615
530330087002 to 530330079001,4.0,1.079321427,47.603108,-122.302654,47.618097,-122.303574
530330087002 to 530330081002,12.0,2.179769468,47.601928,-122.302719,47.60889,-122.335003
530330087002 to 530330087003,0.0,0.024233469,47.602156,-122.306332,47.601808,-122.306555
530330087002 to 530330088003,3.0,0.52816535,47.605033,-122.30449800000001,47.603376,-122.29888999999999
530330087002 to 530330090002,7.0,0.27,47.60284,-122.304825,47.60117,-122.30698
530330087002 to 530330091002,8.0,1.74,47.60555,-122.30441,47.5968,-122.32408999999998
530330087002 to 530330092002,13.0,1.962910989,47.60223,-122.303376,47.601518,-122.334298
530330087002 to 530330093003,14.0,3.147865486,47.603108,-122.302654,47.578823,-122.33273
530330087002 to 530330095004,6.0,1.891453324,47.603108,-122.302654,47.579143,-122.297367
530330087002 to 530330105001,18.0,6.583425745,47.602883,-122.305323,47.55834,-122.377617
530330087002 to 530330105005,28.0,7.34,47.60184,-122.3063,47.56257,-122.38715
530330087002 to 530330248001,17.0,10.15755174,47.605033,-122.304498,47.573097,-122.135351
530330087003 to 530330012004,40.0,6.96,47.60581,-122.31165,47.70612,-122.32587
530330087003 to 530330032006,29.0,8.756360132000001,47.605081,-122.31065,47.674144,-122.399591
530330087003 to 530330035003,12.0,5.17,47.6056,-122.31196,47.66685,-122.34728
530330087003 to 530330047004,69.0,7.77,47.60613,-122.30962,47.66541,-122.38047
530330087003 to 530330053011,18.0,6.215,47.60562,-122.31239,47.661550000000005,-122.308335
530330087003 to 530330053013,16.6,5.396783063399999,47.604499600000004,-122.31026019999999,47.660695999999994,-122.314895
530330087003 to 530330053023,19.0,5.005764776,47.601921,-122.311547,47.655335,-122.30352
530330087003 to 530330054002,36.5,6.6,47.605625,-122.31233,47.648425,-122.3331
530330087003 to 530330059001,22.0,7.1513588389999985,47.604505,-122.308394,47.656727,-122.370409
530330087003 to 530330061002,12.0,2.817917485,47.605938,-122.312251,47.641476,-122.320618
530330087003 to 530330062001,9.0,2.02,47.60197,-122.30785,47.62443,-122.29501
530330087003 to 530330062002,11.0,2.917958216,47.605938,-122.312251,47.640594,-122.304412
530330087003 to 530330063004,16.0,2.41,47.60193,-122.30789,47.62647,-122.29118
530330087003 to 530330065001,10.6,2.5072810408,47.60404,-122.3098062,47.6317626,-122.3157808
530330087003 to 530330065003,8.0,1.555912984,47.605938,-122.312251,47.624869,-122.318151
530330087003 to 530330066001,12.944444444444445,3.144008673666667,47.60205244444444,-122.30773611111115,47.63255933333333,-122.32132544444443
530330087003 to 530330067001,13.0,3.53,47.60268,-122.30856,47.62885,-122.34245
530330087003 to 530330067002,17.0,3.57,47.60282,-122.30859,47.62899,-122.34407
530330087003 to 530330071001,18.0,3.278974767,47.60434,-122.308124,47.621874,-122.36159
530330087003 to 530330072001,21.0,2.273231644333333,47.603712333333334,-122.31105416666666,47.619079666666664,-122.34005366666668
530330087003 to 530330072002,20.25,1.66,47.60574,-122.31196,47.61621,-122.34402
530330087003 to 530330073001,13.0,2.246427186,47.604458666666666,-122.30967199999999,47.62251666666666,-122.332065
530330087003 to 530330073003,19.0,1.7797314873333334,47.60516616666667,-122.31075483333332,47.620645333333336,-122.33610533333335
530330087003 to 530330074012,11.0,1.735,47.60447,-122.31179,47.623175,-122.32135
530330087003 to 530330074021,10.0,1.841743644,47.6039465,-122.3087615,47.619949500000004,-122.32400100000001
530330087003 to 530330074022,13.25,1.705,47.601907499999996,-122.3078375,47.6171375,-122.32180249999999
530330087003 to 530330075003,8.5,1.51292746,47.6056095,-122.3118985,47.623251499999995,-122.319715
530330087003 to 530330075004,10.875,1.143508642625,47.604034999999996,-122.309277375,47.613956125,-122.317137875
530330087003 to 530330075005,21.0,3.293887671,47.602284,-122.3093,47.62022,-122.320608
530330087003 to 530330076001,8.0,1.650982747,47.604755,-122.311171,47.623268,-122.311333
530330087003 to 530330076002,9.0,1.49,47.601877,-122.306571,47.623046,-122.304468
530330087003 to 530330076003,9.0,1.5672686060000003,47.60352175,-122.31038674999999,47.62146475,-122.31112850000001
530330087003 to 530330077003,8.0,1.2618721996666666,47.602887,-122.30877666666665,47.61684833333334,-122.30187666666666
530330087003 to 530330078002,7.0,1.511174272,47.601877,-122.306571,47.611416,-122.288123
530330087003 to 530330079001,4.0,0.799704477,47.60594,-122.312633,47.613121,-122.305984
530330087003 to 530330079003,4.0,0.4970968,47.605639,-122.311747,47.612832,-122.311373
530330087003 to 530330079004,7.5,1.1600000000000001,47.6024,-122.3093915,47.615129499999995,-122.31132299999999
530330087003 to 530330079005,8.0,1.3097417445,47.60389783333333,-122.311622,47.61716766666667,-122.30768983333333
530330087003 to 530330080011,19.0,3.85,47.603193,-122.311668,47.618057,-122.351471
530330087003 to 530330080013,17.0,3.24355662,47.601808,-122.306555,47.617692,-122.357743
530330087003 to 530330081001,19.625,1.9990443261249997,47.602067874999996,-122.308750125,47.605475625000004,-122.335895375
530330087003 to 530330081002,23.454545454545453,1.8406190059999998,47.602777999999994,-122.30807009090908,47.607582545454555,-122.33498727272726
530330087003 to 530330081003,31.0,2.58,47.602775,-122.3086,47.60852,-122.340745
530330087003 to 530330082001,13.25,2.1634517677500003,47.602750375,-122.30805900000001,47.611067000000006,-122.3335175
530330087003 to 530330082002,14.0,1.59,47.6028,-122.30663,47.60718,-122.32895
530330087003 to 530330082003,28.75,1.4525000000000001,47.602030000000006,-122.30664,47.6106325,-122.3287575
530330087003 to 530330083001,8.0,1.170662964,47.604857,-122.308629,47.610311,-122.327543
530330087003 to 530330084001,20.2,0.9682684798000001,47.6052378,-122.31163339999998,47.6150468,-122.32181840000001
530330087003 to 530330085001,18.833333333333332,1.5993625941666665,47.60359566666667,-122.30956100000002,47.60538666666667,-122.32981766666666
530330087003 to 530330085003,6.0,0.67,47.603937,-122.312717,47.603821,-122.324176
530330087003 to 530330086001,3.6,0.7534406768,47.6038512,-122.30860420000002,47.6098356,-122.31551999999999
530330087003 to 530330086002,11.666666666666666,0.75,47.60436666666667,-122.31050333333333,47.60975,-122.31811
530330087003 to 530330087001,4.5,0.36283993300000006,47.604371,-122.3086265,47.608290999999994,-122.3073805
530330087003 to 530330087003,15.516129032258064,0.7136904018709677,47.60292861290322,-122.30764658064517,47.60290925806452,-122.30758432258062
530330087003 to 530330088001,3.0,0.83,47.60284,-122.30656,47.61283,-122.30198
530330087003 to 530330088002,4.0,0.69593552,47.602342,-122.309886,47.605011,-122.301831
530330087003 to 530330088003,3.5,0.25,47.602019999999996,-122.30663,47.601755,-122.302145
530330087003 to 530330089003,7.6,0.5830432431999999,47.602790799999994,-122.3086024,47.59978980000001,-122.3012914
530330087003 to 530330090001,4.0,0.7211010455,47.6036735,-122.3075735,47.596515,-122.30380450000001
530330087003 to 530330090002,4.615384615384615,0.5110404842307692,47.60354984615385,-122.30989061538463,47.59951869230769,-122.31017030769229
530330087003 to 530330091002,10.666666666666666,1.4400000000000002,47.60260333333334,-122.30828666666667,47.597249999999995,-122.32643
530330087003 to 530330092001,15.0,1.44,47.60561,-122.3124,47.60001,-122.32637
530330087003 to 530330092002,11.8,1.3859961824,47.6030556,-122.310232,47.600050599999996,-122.3331216
530330087003 to 530330093002,10.5,1.675216216,47.60264,-122.3084375,47.595065000000005,-122.3321555
530330087003 to 530330093003,17.0,4.960404693,47.603122,-122.30818700000002,47.565404,-122.330269
530330087003 to 530330094002,5.416666666666667,0.6483333333333333,47.60204583333333,-122.3071475,47.594906666666674,-122.30863416666666
530330087003 to 530330094003,8.0,1.87,47.60196,-122.30783,47.58334,-122.30853
530330087003 to 530330094005,6.0,1.1138075175000002,47.6035485,-122.3105285,47.592746000000005,-122.3160555
530330087003 to 530330095002,7.0,1.5282586546666668,47.60357133333334,-122.31065133333334,47.589976666666665,-122.29793933333333
530330087003 to 530330095004,12.0,2.15,47.602045000000004,-122.306645,47.578705,-122.29729
530330087003 to 530330098005,21.666666666666668,7.370000000000001,47.60459666666667,-122.30965333333332,47.57371666666666,-122.38839333333333
530330087003 to 530330100011,10.333333333333334,2.1313343123333333,47.60350533333334,-122.30794533333334,47.57855333333333,-122.29948133333333
530330087003 to 530330104013,16.0,4.885218802,47.605806,-122.309266,47.550701,-122.297904
530330087003 to 530330104021,16.0,4.55,47.605644999999996,-122.31232,47.55027,-122.31721999999999
530330087003 to 530330105005,32.0,7.62,47.60182,-122.3064,47.56255,-122.38708
530330087003 to 530330109002,18.0,5.178,47.603278,-122.311466,47.547146000000005,-122.32878199999998
530330087003 to 530330119005,20.0,9.665,47.605665,-122.312385,47.510864999999995,-122.26810499999999
530330087003 to 530330220052,24.0,17.10075129,47.601921,-122.311547,47.709655,-122.185987
530330087003 to 530330228033,22.0,12.33048612,47.60201,-122.310263,47.639322,-122.128383
530330087003 to 530330234012,20.0,9.433333333333334,47.60277333333334,-122.30662,47.581680000000006,-122.15420333333333
530330087003 to 530330236012,18.0,10.6875812,47.605407,-122.307294,47.612989,-122.178308
530330087003 to 530330238031,15.0,9.69,47.60583,-122.31164,47.61917,-122.20297
530330087003 to 530330238041,16.0,10.27250537,47.603193,-122.311668,47.61015,-122.201516
530330087003 to 530330238043,18.0,9.579676707,47.603272,-122.311485,47.611545,-122.193218
530330087003 to 530330254001,22.0,14.51709067,47.602227,-122.310502,47.501597,-122.177106
530330087003 to 530330260014,22.0,11.97133369,47.603513,-122.307661,47.491739,-122.239292
530330087003 to 530330282002,24.0,12.69,47.60281,-122.30659,47.46215,-122.28202
530330087003 to 530330284024,22.0,14.29712534,47.602196,-122.310524,47.450250000000004,-122.30881700000002
530330087003 to 530330292061,30.0,17.235,47.603225,-122.311365,47.41315,-122.259635
530330087003 to 530330316053,46.0,30.90264394,47.601921,-122.311547,47.326329,-122.010222
530330087003 to 530330323132,32.5,15.365,47.60368,-122.30995,47.66234,-122.112135
530330087003 to 530330323193,27.0,21.4609116,47.601877,-122.306571,47.756372,-122.163018
530330087003 to 530670101003,70.0,48.205,47.60581,-122.31165,47.03568,-122.90473
530330087003 to 530670108003,71.0,64.16028398,47.602518,-122.309743,46.997038,-122.906034
530330087003 to none,15.0,2.8583066,47.602227,-122.310502,47.614727,-122.355873
530330088001 to 530330044002,17.0,5.334470035,47.612763,-122.302308,47.675294,-122.31623799999998
530330088001 to 530330054004,19.0,5.425190201,47.610786,-122.298458,47.656404,-122.345659
530330088001 to 530330072001,38.0,3.63,47.61241,-122.29619,47.6249,-122.34702
530330088001 to 530330073001,14.5,2.84,47.612415,-122.295805,47.6246,-122.33196000000001
