bg_od_pair,google_duration,trip_path_distance,origin_lat,origin_lng,dest_lat,dest_lng
530330084002 to 530330321034,34.0,17.1,47.61284000000001,-122.32581,47.53435,-122.0507
530330084003 to 530330006001,14.0,8.806069812,47.613433,-122.325905,47.725241,-122.339096
530330084003 to 530330007001,20.0,8.316348002,47.615207,-122.327922,47.718354,-122.294906
530330084003 to 530330007002,16.0,7.67,47.61361,-122.32779,47.71857,-122.29792
530330084003 to 530330029002,24.0,6.57,47.61624000000001,-122.32695,47.68215,-122.35558
530330084003 to 530330033003,34.0,7.71,47.61544,-122.32753,47.67415,-122.37771
530330084003 to 530330036001,10.0,4.529999999999999,47.614235,-122.32834,47.676514999999995,-122.31822
530330084003 to 530330049003,45.0,6.07,47.61494,-122.32819,47.65513,-122.35232
530330084003 to 530330050002,12.0,3.959376012,47.613238,-122.325522,47.658843,-122.346083
530330084003 to 530330052002,9.0,3.973046174,47.61511,-122.325791,47.657228,-122.320119
530330084003 to 530330052005,5.0,3.295751784,47.615492,-122.327671,47.661614,-122.319897
530330084003 to 530330053023,23.0,3.93,47.61667,-122.32611,47.65361,-122.30159
530330084003 to 530330072001,18.0,1.15,47.6159,-122.32696,47.61288,-122.33963
530330084003 to 530330073002,11.0,1.76,47.61618,-122.32657,47.61616,-122.33296
530330084003 to 530330073003,18.0,1.21,47.61487,-122.32826,47.62083,-122.33603
530330084003 to 530330074013,10.0,0.585,47.61442,-122.32910000000001,47.620435,-122.3272
530330084003 to 530330074014,7.5,0.6524999999999999,47.6162225,-122.32686000000001,47.6221875,-122.324275
530330084003 to 530330074021,8.428571428571429,0.37000000000000005,47.6162,-122.32738714285713,47.619598571428575,-122.32365428571428
530330084003 to 530330074022,7.0,0.39,47.61467,-122.32807,47.61741,-122.32447
530330084003 to 530330074023,7.0,0.34989548480000005,47.615269,-122.32755259999999,47.6179058,-122.32660860000001
530330084003 to 530330075002,7.0,0.69,47.61506,-122.32746000000002,47.6161,-122.31519
530330084003 to 530330075003,9.0,1.005,47.61388,-122.327815,47.621399999999994,-122.31685999999999
530330084003 to 530330075004,26.0,0.65,47.61464285714286,-122.32663428571429,47.61401857142857,-122.31735714285712
530330084003 to 530330075005,12.0,0.5433333333333333,47.615316666666665,-122.32712,47.616890000000005,-122.32016333333333
530330084003 to 530330079001,8.0,1.193653691,47.614201,-122.327598,47.617988,-122.303325
530330084003 to 530330079002,86.0,1.21,47.61558,-122.32807,47.61582,-122.30577
530330084003 to 530330081002,13.0,0.91,47.61523,-122.32764,47.60864,-122.3371
530330084003 to 530330081003,20.0,1.06,47.61481,-122.32808,47.60756,-122.34081
530330084003 to 530330082001,14.5,2.126150012,47.6152735,-122.327681,47.6117745,-122.33413200000001
530330084003 to 530330082003,6.0,0.34,47.61428,-122.32786000000002,47.61076,-122.32833
530330084003 to 530330083001,10.0,0.39,47.61425,-122.32722,47.61077,-122.32823
530330084003 to 530330083002,5.6,0.3012590344,47.6158822,-122.32721160000001,47.614318,-122.33072399999999
530330084003 to 530330084001,5.444444444444445,0.31233902411111114,47.61500588888888,-122.32769277777778,47.615312333333335,-122.32396411111111
530330084003 to 530330084002,13.0,1.0,47.6157,-122.32687,47.61154000000001,-122.32276
530330084003 to 530330084003,5.0,0.251167345,47.614067500000004,-122.3276625,47.6159725,-122.32679150000001
530330084003 to 530330085002,17.0,1.8,47.61413,-122.32822,47.60628,-122.32091
530330084003 to 530330085003,5.0,0.99,47.61525,-122.32711,47.60466,-122.32514
530330084003 to 530330086002,10.0,1.42,47.61407,-122.32826,47.60621,-122.32073
530330084003 to 530330087003,13.0,2.07,47.61482,-122.32789,47.60583,-122.31164
530330084003 to 530330091001,3.0,1.5,47.61424,-122.32556,47.59724,-122.32371
530330084003 to 530330094001,13.0,2.37,47.61572,-122.32554,47.58729,-122.31518
530330084003 to 530330095004,23.0,4.25,47.61495,-122.3282,47.57923,-122.29828
530330084003 to 530330108002,15.0,7.5502790210000015,47.613433,-122.325905,47.546813,-122.359457
530330084003 to 530330228033,29.0,12.31,47.61648,-122.32666,47.64187,-122.12459
530330084003 to 530330323092,28.0,15.38,47.61515,-122.32732,47.67688,-122.12203
530330084003 to 530330323093,41.0,15.61,47.61676,-122.32753,47.68356,-122.13157
530330084003 to 530579406002,150.0,63.36,47.61577,-122.32647,48.5126,-122.61268
530330085001 to 530330017011,14.0,7.601852814,47.605839,-122.330291,47.69178400000001,-122.355548
530330085001 to 530330042004,14.0,6.08322209,47.607646,-122.325891,47.667158,-122.287635
530330085001 to 530330043011,14.0,4.947355902,47.608332999999995,-122.323577,47.663148,-122.298247
530330085001 to 530330043022,12.0,6.0894358,47.604979,-122.327289,47.665787,-122.30157
530330085001 to 530330047004,40.0,6.46,47.60435,-122.32969,47.66854,-122.3818
530330085001 to 530330052002,7.0,4.463929264,47.605062,-122.329626,47.658027,-122.319622
530330085001 to 530330052003,16.0,5.57,47.60519,-122.32872,47.65371,-122.325
530330085001 to 530330052005,45.0,4.63,47.60549,-122.33079,47.65961,-122.31807
530330085001 to 530330053014,30.0,4.69,47.60861,-122.32302,47.65804,-122.31587
530330085001 to 530330053023,10.0,4.789527668,47.60520800000001,-122.329712,47.65365,-122.301333
530330085001 to 530330058023,16.0,5.443831331,47.604982,-122.329494,47.638621,-122.387348
530330085001 to 530330061003,8.0,3.112447339,47.607999,-122.325235,47.64377,-122.324253
530330085001 to 530330066002,10.0,3.11,47.60608,-122.32655,47.63931,-122.32439
530330085001 to 530330073003,19.0,1.48,47.60523,-122.32975,47.61419,-122.33625
530330085001 to 530330074013,19.0,1.4000000000000001,47.60583333333333,-122.33022666666666,47.62037333333333,-122.32713999999999
530330085001 to 530330074021,5.0,1.47264927,47.604982,-122.329494,47.620062,-122.321107
530330085001 to 530330075001,18.0,1.83,47.606,-122.32958,47.62037,-122.31375
530330085001 to 530330075003,5.0,1.52,47.60463,-122.32917,47.62174,-122.31949
530330085001 to 530330075005,19.0,1.17,47.60544,-122.33001000000002,47.61543,-122.32064
530330085001 to 530330079002,15.0,1.28,47.60506,-122.32982,47.61632,-122.3079
530330085001 to 530330079004,9.0,1.420454106,47.60520800000001,-122.329712,47.615423,-122.311177
530330085001 to 530330080021,39.0,6.59,47.60524,-122.33053,47.61228,-122.34123
530330085001 to 530330081002,3.727272727272727,0.457222304,47.60572218181819,-122.3283529090909,47.60644118181818,-122.3335299090909
530330085001 to 530330083001,12.0,0.68,47.60513,-122.32883,47.60973,-122.32654
530330085001 to 530330084001,16.0,1.8199999999999998,47.605075,-122.33003,47.61484,-122.32293
530330085001 to 530330084002,3.6666666666666665,0.31855995533333337,47.60857666666667,-122.32389066666667,47.609326,-122.32187866666668
530330085001 to 530330084003,22.0,1.2,47.60548,-122.32952,47.61442,-122.32913
530330085001 to 530330085001,8.0,0.34,47.60467,-122.32987,47.60627,-122.32682
530330085001 to 530330085002,7.0,0.54,47.60815,-122.32519,47.60876,-122.32104
530330085001 to 530330086002,11.5,0.59,47.6066915,-122.3269485,47.6082165,-122.317881
530330085001 to 530330086003,14.666666666666666,1.763333333333333,47.60509,-122.33039666666666,47.60265333333333,-122.31848666666667
530330085001 to 530330087001,15.0,1.35,47.60562,-122.32988,47.60729,-122.30936
530330085001 to 530330087003,12.333333333333334,1.2882872556666667,47.604366000000006,-122.32916399999999,47.603386666666665,-122.30881866666668
530330085001 to 530330091002,4.75,0.7558978215,47.605078500000005,-122.3296145,47.597759499999995,-122.32664150000001
530330085001 to 530330092001,10.0,0.69,47.60535,-122.32923999999998,47.59926,-122.32727
530330085001 to 530330092002,12.0,0.41,47.60556,-122.3297,47.60161,-122.33416
530330085001 to 530330093001,7.0,1.358938377,47.607948,-122.324934,47.59104,-122.317729
530330085001 to 530330094001,10.666666666666666,1.755118580666667,47.605274,-122.32846133333334,47.588810333333335,-122.31523399999999
530330085001 to 530330094002,8.0,1.369501684,47.604982,-122.329494,47.595191,-122.31001100000002
530330085001 to 530330094005,23.0,1.9233333333333331,47.60509666666667,-122.32955333333335,47.59157666666667,-122.31472666666667
530330085001 to 530330095004,8.0,2.902423941,47.605046,-122.329805,47.578575,-122.294904
530330085001 to 530330098001,12.0,6.451695093,47.604982,-122.329494,47.578271,-122.387056
530330085001 to 530330099004,14.0,3.94,47.60577,-122.32493,47.56874000000001,-122.36359
530330085001 to 530330100013,24.333333333333332,4.201820488,47.605036000000005,-122.329594,47.567325333333336,-122.29785
530330085001 to 530330105001,13.0,5.652034826,47.605875999999995,-122.328947,47.5601965,-122.37796449999999
530330085001 to 530330106003,16.0,7.5537282105,47.6070845,-122.32663,47.5412905,-122.3843355
530330085001 to 530330109002,23.0,4.22,47.60557,-122.32947,47.55418,-122.33607
530330085001 to 530330207002,57.0,11.97,47.60391,-122.32923999999998,47.75698,-122.34748
530330085001 to 530330260024,18.0,12.12170547,47.604074,-122.329112,47.496993,-122.220456
530330085001 to 530330262001,21.0,12.19,47.60554000000001,-122.32491,47.46166,-122.22513
530330085001 to 530330292051,30.0,18.37,47.60504,-122.32998,47.38157,-122.26183
530330085001 to 530330316013,66.0,33.87,47.6051,-122.32934,47.33173,-122.1076
530330085001 to 530330323092,56.6,16.656,47.605812,-122.329486,47.676030000000004,-122.12858200000001
530330085001 to 530330323134,25.0,17.95948601,47.605759,-122.33024,47.662477,-122.086663
530330085001 to 530330323181,29.0,20.97313536,47.604982,-122.329494,47.637167,-122.037407
530330085001 to 530350926005,74.0,20.07836112,47.60520800000001,-122.329712,47.556444,-122.544036
530330085001 to 530610407003,52.0,29.68,47.6058,-122.32666,47.97701,-122.21165
530330085002 to 530330006006,16.0,9.55,47.6087,-122.32115,47.71833,-122.31416000000002
530330085002 to 530330013003,38.0,10.65,47.60706,-122.32204,47.69869,-122.34223
530330085002 to 530330017013,21.0,8.64,47.60602,-122.32166,47.70492,-122.35411
530330085002 to 530330017022,67.0,8.58,47.60891,-122.32087,47.69079,-122.36579
530330085002 to 530330019001,14.0,7.601231443,47.604941,-122.322215,47.699187,-122.333423
530330085002 to 530330033003,28.0,6.75,47.60555,-122.32422,47.67253,-122.37433
530330085002 to 530330041004,26.0,5.5,47.60517,-122.32378,47.66281,-122.28234
530330085002 to 530330043011,22.0,4.9,47.60883,-122.3211,47.66586,-122.2971
530330085002 to 530330047001,47.0,7.17,47.60529,-122.32433,47.67067,-122.37273
530330085002 to 530330053012,10.0,4.873271503,47.6056775,-122.322569,47.663943,-122.31531050000001
530330085002 to 530330053022,24.0,6.16,47.6039,-122.32338,47.64907,-122.30894
530330085002 to 530330061001,14.0,2.79,47.60883,-122.32108999999998,47.64678,-122.31884
530330085002 to 530330065003,16.0,1.57,47.60484,-122.32419,47.62491,-122.32119
530330085002 to 530330066001,65.0,1.92,47.60491,-122.32358,47.62939,-122.32916000000002
530330085002 to 530330066002,24.0,2.71,47.60876,-122.32086,47.63915,-122.32635
530330085002 to 530330070002,13.0,3.472842519,47.605646,-122.321273,47.624825,-122.362904
530330085002 to 530330072002,12.0,1.877783162,47.604941,-122.322215,47.61584600000001,-122.346113
530330085002 to 530330073002,20.5,1.185,47.607704999999996,-122.321455,47.615300000000005,-122.33377
530330085002 to 530330075001,19.0,1.55,47.60503,-122.32198,47.62035,-122.31303
530330085002 to 530330075002,8.0,1.276296034,47.60486,-122.322345,47.617522,-122.31291350000001
530330085002 to 530330075003,10.0,1.33,47.60883,-122.32078,47.62306,-122.31856
530330085002 to 530330079001,21.25,1.47,47.607189999999996,-122.321835,47.61784,-122.30425000000001
530330085002 to 530330079004,18.0,0.93,47.60799,-122.32136,47.61589,-122.30987
530330085002 to 530330080021,7.0,1.184333126,47.605528,-122.324369,47.611749,-122.340436
530330085002 to 530330081002,14.5,1.01,47.606840000000005,-122.323795,47.60528,-122.332945
530330085002 to 530330081003,11.0,1.537271854,47.608135,-122.32081200000002,47.609523,-122.344616
530330085002 to 530330082001,12.666666666666666,1.04,47.603923333333334,-122.32329333333332,47.61336,-122.33220999999999
530330085002 to 530330082002,7.0,0.55,47.60519,-122.32364,47.60907,-122.33002
530330085002 to 530330084001,14.5,0.535,47.606880000000004,-122.32161500000001,47.613969999999995,-122.321835
530330085002 to 530330084002,8.0,0.37333333333333335,47.60731333333333,-122.32209999999999,47.60993333333334,-122.32309333333335
530330085002 to 530330085002,1.0,0.095691134,47.608135,-122.32081200000002,47.607473,-122.321381
530330085002 to 530330085003,3.0,0.11,47.60494,-122.32222,47.60389,-122.32414
530330085002 to 530330086002,3.0,0.22,47.60501,-122.32206,47.60465,-122.31808
530330085002 to 530330087003,12.0,0.42,47.60647,-122.32086,47.60574,-122.31196
530330085002 to 530330090002,13.0,0.92,47.60502,-122.32193999999998,47.59855,-122.31693
530330085002 to 530330091001,18.0,1.27,47.60879,-122.32156,47.59864,-122.32208
530330085002 to 530330091002,13.0,1.27,47.60517,-122.32213,47.59863,-122.32521
530330085002 to 530330093002,9.0,1.884618243,47.606463,-122.32252199999999,47.588856,-122.33392900000001
530330085002 to 530330095002,9.0,1.864113,47.604941,-122.322215,47.585771,-122.298577
530330085002 to 530330105001,21.0,6.74,47.6077,-122.32172,47.55825,-122.37792
530330085002 to 530330106003,18.0,7.8,47.60882,-122.3211,47.54062,-122.38298
530330085002 to 530330111021,36.0,6.46,47.60612,-122.32228,47.53471,-122.26603
530330085002 to 530330118005,24.0,5.95,47.6062,-122.32202,47.52856,-122.27649
530330085002 to 530330226063,25.0,15.79,47.60779,-122.32164,47.66848,-122.15428
530330085002 to 530330243004,10.0,5.960812003,47.606356,-122.321754,47.583333,-122.233917
530330085002 to 530330279003,23.0,12.11300627,47.608813,-122.321118,47.456665,-122.343294
530330085002 to 530330308013,38.0,30.08,47.60456,-122.32377,47.28235,-122.2215
530330085002 to 530330322083,29.5,16.065,47.606255000000004,-122.32209499999999,47.54705,-122.03335
530330085003 to 530330004011,19.0,10.78296165,47.603858,-122.324154,47.730965499999996,-122.35098199999999
530330085003 to 530330013002,25.0,8.81,47.60292000000001,-122.32857,47.70302,-122.34928
530330085003 to 530330036002,12.0,5.730904733,47.603821,-122.324176,47.680655,-122.323211
530330085003 to 530330043011,28.0,6.29,47.60352,-122.32462,47.66586,-122.29724
530330085003 to 530330043022,14.0,6.254099115,47.603986,-122.324151,47.666697,-122.302335
530330085003 to 530330044002,30.0,7.223819201,47.602086,-122.327165,47.675065,-122.316665
530330085003 to 530330049005,27.0,5.04,47.60197,-122.32732,47.6612,-122.34938
530330085003 to 530330050001,13.0,5.689894247,47.603895,-122.324132,47.66487,-122.345418
530330085003 to 530330052002,18.0,5.773157961,47.603895,-122.324132,47.658839,-122.318284
530330085003 to 530330053023,16.0,5.569969644,47.603895,-122.324132,47.655335,-122.30352
530330085003 to 530330054003,13.0,4.80319783,47.602086,-122.327165,47.65110900000001,-122.345161
530330085003 to 530330059001,18.0,5.572455128,47.603821,-122.324176,47.652468,-122.374535
530330085003 to 530330070003,30.0,3.01,47.60385,-122.32542000000001,47.62566,-122.35566666666666
530330085003 to 530330072003,12.0,1.811296465,47.603821,-122.324176,47.617714,-122.347296
530330085003 to 530330073002,18.0,1.507242391,47.603821,-122.324176,47.618906,-122.330615
530330085003 to 530330074011,9.0,1.767800495,47.603821,-122.324176,47.623355,-122.323767
530330085003 to 530330074012,8.0,1.749159365,47.604641,-122.325478,47.623027,-122.322609
530330085003 to 530330075004,13.0,0.9566990184999999,47.6044925,-122.324561,47.6135945,-122.31647849999999
530330085003 to 530330081003,14.0,1.52,47.602833000000004,-122.32566249999999,47.608729999999994,-122.340531
530330085003 to 530330082001,13.5,1.0274999999999999,47.60370499999999,-122.32395000000001,47.6126975,-122.33188999999999
530330085003 to 530330083001,8.0,0.54,47.60524,-122.32467,47.60968,-122.32424
530330085003 to 530330084001,7.0,0.990465374,47.603895,-122.324132,47.613822,-122.325173
530330085003 to 530330085002,3.0,0.156904844,47.6038555,-122.324158,47.605233999999996,-122.3232945
530330085003 to 530330085003,2.5,0.45484357200000003,47.603709,-122.32617450000001,47.603709,-122.32617450000001
530330085003 to 530330086002,6.0,0.915900854,47.602998,-122.328543,47.608387,-122.320315
530330085003 to 530330087001,11.0,1.2160893465,47.603649000000004,-122.32682199999999,47.60755,-122.3070455
530330085003 to 530330087003,6.0,0.67,47.603821,-122.324176,47.603937,-122.312717
530330085003 to 530330088001,11.0,2.263654553,47.603821,-122.324176,47.612855,-122.29602
530330085003 to 530330090001,7.0,1.04390328,47.603821,-122.324176,47.599173,-122.30618
530330085003 to 530330090002,6.666666666666667,1.0674570266666665,47.603424,-122.32556733333332,47.597641333333335,-122.312078
530330085003 to 530330091002,19.0,1.27,47.60367,-122.324025,47.596805,-122.32721000000001
530330085003 to 530330092002,11.0,0.96,47.6029,-122.32809,47.60107,-122.33342
530330085003 to 530330093002,14.0,2.498532791,47.603821,-122.324176,47.588936,-122.338984
530330085003 to 530330094001,8.0,1.5534275,47.603821,-122.324176,47.586099,-122.314401
530330085003 to 530330110022,10.0,5.573076499,47.603521,-122.328693,47.543148,-122.29906
530330085003 to 530330232011,19.0,12.13723974,47.604641,-122.325478,47.610219,-122.141565
530330085003 to 530330233003,16.0,12.13040466,47.603751,-122.329016,47.608813,-122.133743
530330085003 to 530330246013,16.0,8.615930286,47.603895,-122.324132,47.551268,-122.233898
530330085003 to 530330262001,27.25,12.465,47.605145,-122.32485,47.46214,-122.22513
530330085003 to 530330292061,23.0,16.4278065,47.602086,-122.327165,47.41272100000001,-122.250227
530330085003 to 530330293033,23.0,16.39,47.60506,-122.32497,47.44354000000001,-122.19844
530330085003 to 530330319074,39.0,21.96,47.60527,-122.32506,47.44245,-122.11918
530330085003 to 530610519051,21.0,16.17677261,47.603821,-122.324176,47.813949,-122.283709
530330085003 to none,12.0,6.85,47.605,-122.32504,47.5937,-122.38991
530330086001 to 530330012003,19.0,8.069123806,47.611884,-122.313199,47.70950300000001,-122.319183
530330086001 to 530330043011,26.5,4.63,47.611909999999995,-122.31669249999999,47.661795,-122.2982775
530330086001 to 530330047002,20.0,6.329906377,47.608337,-122.31285,47.660248,-122.368368
530330086001 to 530330051001,17.0,5.28,47.60798,-122.31651,47.66134,-122.33291
530330086001 to 530330052005,8.0,4.78,47.60871,-122.31659,47.66126,-122.31816
530330086001 to 530330053023,16.0,4.370102243,47.608587,-122.313757,47.655335,-122.30352
530330086001 to 530330057004,51.0,6.66,47.60756,-122.31655,47.65137,-122.39853
530330086001 to 530330061003,11.0,3.576611476,47.605942,-122.313789,47.64377,-122.324253
530330086001 to 530330066002,12.0,2.593602554,47.612132,-122.316499,47.6362,-122.324221
530330086001 to 530330073002,8.5,1.3512171735,47.611228499999996,-122.3155855,47.617770500000006,-122.3306595
530330086001 to 530330074012,5.0,1.03,47.61278,-122.31601,47.62197000000001,-122.3221
530330086001 to 530330074021,8.0,1.2628197829999999,47.6087585,-122.3163385,47.620258,-122.32335125
530330086001 to 530330074023,11.0,1.21,47.61103,-122.31363,47.61766,-122.32712
530330086001 to 530330075004,6.0,0.42805539862499997,47.610183500000005,-122.315337125,47.614435,-122.317282625
530330086001 to 530330075005,16.0,0.79,47.6086,-122.31677,47.61639,-122.32025
530330086001 to 530330077004,4.0,0.897259724,47.611884,-122.313199,47.619168,-122.302524
530330086001 to 530330078001,9.0,1.71,47.60705,-122.31664,47.60387,-122.29141
530330086001 to 530330079001,17.0,0.84,47.61069000000001,-122.31624,47.61781,-122.30419
530330086001 to 530330079003,5.25,0.31,47.612095,-122.316045,47.613825000000006,-122.3125175
530330086001 to 530330079004,4.0,0.465406879,47.611247,-122.315759,47.61594,-122.309849
530330086001 to 530330079005,10.0,1.03,47.61145,-122.31622,47.6175,-122.30587
530330086001 to 530330080022,17.0,2.42,47.60828,-122.31651,47.61371,-122.3471
530330086001 to 530330081002,11.5,1.760965414,47.609826999999996,-122.313423,47.607787,-122.33496149999999
530330086001 to 530330082001,15.0,4.604980481,47.612132,-122.316499,47.610201,-122.332534
530330086001 to 530330082002,7.0,1.055709329,47.610595,-122.312848,47.607104,-122.328701
530330086001 to 530330083001,5.0,0.8266666666666667,47.60644333333334,-122.31492333333334,47.610189999999996,-122.32745333333334
530330086001 to 530330084001,11.25,0.67348881975,47.60981675,-122.31540475,47.614953,-122.32140775
530330086001 to 530330085002,8.0,0.67,47.60656,-122.31547,47.60779,-122.32164
530330086001 to 530330086001,20.0,0.9762340755,47.60909237499999,-122.31587887500001,47.608152374999996,-122.31596387500001
530330086001 to 530330086002,4.4,0.356,47.608408,-122.31580999999998,47.608354000000006,-122.31878400000001
530330086001 to 530330086003,10.0,0.32,47.60639000000001,-122.31562,47.60193,-122.31372
530330086001 to 530330087001,4.0,0.781684718,47.609597,-122.316525,47.609025,-122.303719
530330086001 to 530330087003,4.333333333333333,0.7450855053333334,47.60889749999999,-122.31592533333333,47.60369516666666,-122.30818149999999
530330086001 to 530330093002,11.5,2.8517822045,47.609894999999995,-122.3138385,47.591095499999994,-122.3298315
530330086001 to 530330093003,14.0,3.76550826,47.611247,-122.315759,47.572333,-122.329601
530330086001 to 530330094002,6.0,2.09,47.61115,-122.31391,47.59256,-122.30872
530330086001 to 530330094005,6.0,1.53,47.60703,-122.3166,47.58688,-122.31326
530330086001 to 530330095004,14.0,4.01,47.60709,-122.31678,47.57299,-122.29391
530330086001 to 530330096005,18.0,7.31,47.61203,-122.31638,47.59244,-122.38298
530330086001 to 530330100012,18.0,3.84,47.61104,-122.31659,47.56395,-122.30851
530330086001 to 530330103001,25.0,5.24,47.61187,-122.31625000000001,47.553869999999996,-122.28022
530330086001 to 530330103005,32.0,5.96,47.60654,-122.31578,47.55665,-122.28311
530330086001 to 530330110012,29.0,6.233333333333333,47.61204333333334,-122.31618999999999,47.5436,-122.28822000000001
530330086001 to 530330204011,20.0,12.99,47.60861,-122.31668,47.77595,-122.31034
530330086001 to 530330220032,44.333333333333336,18.966666666666665,47.60641999999999,-122.31562333333333,47.71921666666666,-122.20452333333333
530330086001 to 530330238032,17.0,10.29,47.60858,-122.31662,47.61788,-122.19369
530330086001 to 530330238042,30.0,11.110000000000001,47.611045000000004,-122.31359499999999,47.6151375,-122.1983175
530330086001 to 530330242002,19.0,9.609502515,47.611247,-122.315759,47.610888,-122.222742
530330086001 to 530330265001,16.0,7.74,47.60645,-122.31561,47.51306,-122.34311
530330086001 to 530330265002,22.5,6.57,47.60639000000001,-122.31562,47.51317,-122.34386
530330086001 to 530330292061,31.0,16.45,47.607704999999996,-122.31606,47.416575,-122.24409
530330086001 to 530330323092,104.0,25.76,47.61278,-122.31651,47.67317,-122.12451
530330086001 to 530330323222,33.0,20.41700832,47.611025,-122.315061,47.728118,-122.104772
530330086001 to 530330323244,45.0,19.7,47.61183,-122.31592,47.68964,-122.12539
530330086001 to 530530610011,46.0,39.35950325,47.612365,-122.316281,47.253725,-122.531745
530330086001 to 530610517011,28.0,17.74138479,47.609487,-122.315791,47.825387,-122.309798
530330086001 to 530610519283,48.0,20.2,47.60861,-122.31665,47.84903,-122.23678
530330086002 to 530330012002,17.0,8.678688757,47.610626,-122.318725,47.701976,-122.322785
530330086002 to 530330014002,40.0,6.89,47.61075,-122.31828,47.70806,-122.35046
530330086002 to 530330019001,18.0,9.060831922,47.609228,-122.31771299999998,47.696532,-122.326039
530330086002 to 530330026003,15.0,5.953976922,47.609228,-122.31771299999998,47.675963,-122.314968
530330086002 to 530330027001,16.0,6.734418898,47.609228,-122.31771299999998,47.69008,-122.322842
530330086002 to 530330031002,25.0,10.0854727,47.609,-122.316834,47.684591,-122.39158
530330086002 to 530330033003,24.0,6.5649999999999995,47.60552,-122.316975,47.674054999999996,-122.37754000000001
530330086002 to 530330033004,38.0,8.105,47.61027,-122.31826000000001,47.67566,-122.38725
530330086002 to 530330042002,27.0,6.37,47.60846,-122.31793,47.6649,-122.28387
530330086002 to 530330042003,26.5,5.35,47.60884,-122.31727,47.664770000000004,-122.28332
530330086002 to 530330043011,38.0,4.01,47.60621,-122.32073,47.66242,-122.29971
530330086002 to 530330043021,17.5,6.33,47.610225,-122.317835,47.665985,-122.304215
530330086002 to 530330043022,16.0,5.609737388,47.605841,-122.320354,47.667048,-122.300952
530330086002 to 530330046001,30.0,5.22,47.60588,-122.32045,47.68122,-122.32856
530330086002 to 530330047003,21.0,7.7,47.60929,-122.31696,47.6697,-122.37438
530330086002 to 530330050002,16.0,5.190311963,47.609228,-122.31771299999998,47.6586,-122.3421
530330086002 to 530330051001,16.0,4.8,47.6087,-122.31958499999999,47.6625,-122.331565
530330086002 to 530330060003,15.0,4.6888655660000005,47.609773,-122.317472,47.642364,-122.355899
530330086002 to 530330062003,13.0,2.683701349,47.604618,-122.31977,47.634276,-122.307925
530330086002 to 530330064003,9.0,1.959182763,47.60505,-122.317732,47.626511,-122.307792
530330086002 to 530330066001,13.25,2.18401746075,47.605625,-122.319673,47.6322155,-122.32750225000001
530330086002 to 530330066002,21.666666666666668,2.816666666666667,47.608740000000004,-122.32036666666666,47.63915,-122.32634
530330086002 to 530330070001,31.0,3.51,47.61068,-122.31884,47.62849,-122.35663
530330086002 to 530330070006,34.0,3.94,47.61071,-122.31873,47.62825,-122.35707
530330086002 to 530330073002,22.0,1.3,47.60398,-122.31903,47.61881,-122.33107
530330086002 to 530330074011,23.0,1.07,47.61214,-122.31693,47.62361,-122.32524
530330086002 to 530330074012,9.0,1.070622233,47.606215,-122.320395,47.621073,-122.321406
530330086002 to 530330074021,11.25,0.9964433645,47.60909875,-122.31876125000001,47.6195765,-122.32276250000001
530330086002 to 530330074022,26.0,1.42,47.60892,-122.31862,47.61746,-122.32453
530330086002 to 530330075002,5.0,0.84,47.609228,-122.31771299999998,47.61920300000001,-122.314683
530330086002 to 530330075004,6.4,0.44422110500000006,47.609443199999994,-122.31909333333331,47.61331133333333,-122.31839246666668
530330086002 to 530330075005,3.0,0.357288325,47.612312,-122.318021,47.61526,-122.319453
530330086002 to 530330079001,17.0,1.125,47.6084625,-122.3191175,47.616397500000005,-122.30401
530330086002 to 530330079005,4.0,0.736946006,47.608714,-122.317373,47.617449,-122.31238
530330086002 to 530330080021,11.0,1.6,47.61091,-122.31679,47.61146,-122.34371000000002
530330086002 to 530330081001,46.0,7.475,47.609880000000004,-122.31813,47.606139999999996,-122.33863500000001
530330086002 to 530330081002,9.714285714285714,0.9642857142857142,47.606359999999995,-122.31941857142859,47.60501285714286,-122.33248857142858
530330086002 to 530330082002,6.0,0.932677871,47.609228,-122.31771299999998,47.60833,-122.328418
530330086002 to 530330082003,11.0,0.69,47.60588,-122.32049,47.61025,-122.33004
530330086002 to 530330083001,9.0,0.75,47.60871,-122.320235,47.608895000000004,-122.324905
530330086002 to 530330084001,8.333333333333334,0.6469649296666666,47.60845233333333,-122.31986983333333,47.61377316666667,-122.32185283333332
530330086002 to 530330084002,3.0,0.21,47.61166,-122.31947,47.61003,-122.32289
530330086002 to 530330084003,11.0,1.1,47.60579,-122.32031,47.61458,-122.32833
530330086002 to 530330085001,4.0,0.31,47.609773,-122.317472,47.608333,-122.323577
530330086002 to 530330086001,6.833333333333333,0.345,47.60938166666667,-122.31847833333332,47.60855333333333,-122.316355
530330086002 to 530330086002,7.923076923076923,0.3761209136923077,47.608150769230775,-122.31907015384617,47.60799646153846,-122.31906123076925
530330086002 to 530330086003,4.0,0.366554582,47.60613133333333,-122.31712566666666,47.60402933333334,-122.31359866666666
530330086002 to 530330087003,15.0,0.85,47.609404999999995,-122.31872999999999,47.603790000000004,-122.309855
530330086002 to 530330092002,7.0,0.887317788,47.605841,-122.320354,47.60053900000001,-122.331176
530330086002 to 530330093001,14.0,1.855,47.610125000000004,-122.3186475,47.5866575,-122.3174475
530330086002 to 530330093003,18.0,2.65,47.60458,-122.31839,47.58326,-122.33382
