Maple Elementary School,4925 Corson Avenue South,Seattle,47.5580872,-122.3189683,ChIJ1w13X8NBkFQRjsUJt40E9fc,4.3,school,"0    5.236172
Name: distance.value, dtype: float64"
Roosevelt High School,1410 Northeast 66th Street,Seattle,47.6773876,-122.3133615,ChIJaztWtlYUkFQRWF7fyc5Yh-w,3.6,school,"0    6.275326
Name: distance.value, dtype: float64"
West Seattle High School,3000 California Avenue Southwest,Seattle,47.57657539999999,-122.3845971,ChIJ-WczCmdAkFQRo6wGdE4XrL8,2.7,school,"0    7.954009
Name: distance.value, dtype: float64"
Seattle Hebrew Academy Elementary,1617 Interlaken Drive East,Seattle,47.63427639999999,-122.3079247,ChIJfbBSOtoUkFQR6qUVDn3NhFY,4.3,school,"0    1.746426
Name: distance.value, dtype: float64"
John Muir Elementary School,3301 South Horton Street,Seattle,47.573151,-122.2907491,ChIJg3Tq7mVqkFQRizwUX7D4fsM,2.9,school,"0    3.31386
Name: distance.value, dtype: float64"
Aki Kurose Middle School,3928 South Graham Street,Seattle,47.5463092,-122.28202240000002,ChIJoaNPogBqkFQRA6H8bnysHfc,3.9,school,"0    5.357986
Name: distance.value, dtype: float64"
John Hay Elementary School,201 Garfield Street,Seattle,47.63285070000001,-122.351958,ChIJ32PP-hQVkFQR4FjBAAFXh1E,4.3,school,"0    5.031075
Name: distance.value, dtype: float64"
Lowell Elementary School,1058 East Mercer Street,Seattle,47.624599,-122.3181719,ChIJeyn8pC4VkFQRWEoWqQHGpWo,4.1,school,"0    1.85519
Name: distance.value, dtype: float64"
B. F. Day Elementary School,3921 Linden Avenue North,Seattle,47.65477899999999,-122.34913059999998,ChIJNXjE5KoVkFQR69BT1amFzuY,3.9,school,"0    5.221877
Name: distance.value, dtype: float64"
Purple Cafe and Wine Bar,1225 4th Avenue,Seattle,47.60795770000001,-122.335092,ChIJC2j55LNqkFQRRqBoRA_a_3A,4.4,cafe,"0    2.152268
Name: distance.value, dtype: float64"
Grand Central Bakery,1616 Eastlake Avenue East,Seattle,47.63458019999999,-122.324898,ChIJ9yOXGSEVkFQRJyuR-GTuYfg,4.1,cafe,"0    3.487259
Name: distance.value, dtype: float64"
Starbucks,1501 4th Avenue,Seattle,47.6101018,-122.3374811,ChIJOZt-ZrNqkFQRN3wQTZPMtDs,4.1,cafe,"0    2.296457
Name: distance.value, dtype: float64"
Starbucks,505 5th Ave S,Seattle,47.597643,-122.3283521,ChIJIS9Xt7xqkFQR6pkgLoc7P_4,4.0,cafe,"0    2.864512
Name: distance.value, dtype: float64"
Starbucks,1912 Pike Place,Seattle,47.6100799,-122.3424933,ChIJC8c4xbJqkFQRzxkn4pr96xE,4.2,cafe,"0    2.558111
Name: distance.value, dtype: float64"
Espresso Vivace,227 Yale Avenue,Seattle,47.6201875,-122.3306459,ChIJ1-NiqTYVkFQRO2XahxpM_-g,4.6,cafe,"0    3.031075
Name: distance.value, dtype: float64"
Portage Bay Cafe,4130 Roosevelt Way Northeast,Seattle,47.6577795,-122.3175253,ChIJzZzBbfQUkFQRP0f0nUznInY,4.3,cafe,"0    3.695463
Name: distance.value, dtype: float64"
Oddfellows Café + Bar,1525 10th Avenue,Seattle,47.6148992,-122.3196431,ChIJZ7BwWsxqkFQRW7n0QdDE1eg,4.4,cafe,"0    1.100062
Name: distance.value, dtype: float64"
Cafe Presse,1117 12th Avenue,Seattle,47.6120799,-122.316982,ChIJQ4-Qlc5qkFQRJT1w6olUDhQ,4.4,cafe,"0    1.105656
Name: distance.value, dtype: float64"
Local 360,2234 1st Avenue,Seattle,47.61343400000001,-122.3462019,ChIJvV_FuU0VkFQRCPtOJX1_2OY,4.1,cafe,"0    2.830329
Name: distance.value, dtype: float64"
Specialty's Cafe & Bakery,1400 5th Avenue,Seattle,47.6099581,-122.3346643,ChIJtf-LZLRqkFQRaipr2Bu4xik,3.9,cafe,"0    2.085146
Name: distance.value, dtype: float64"
Top Pot Doughnuts,2124 5th Ave,Seattle,47.6151643,-122.3412291,ChIJZ3fV7EsVkFQRyXzzrkx3iDs,4.4,cafe,"0    2.875078
Name: distance.value, dtype: float64"
Relish Burger Bistro,1900 5th Avenue,Seattle,47.6136929,-122.33813329999998,ChIJ90iRa0sVkFQRMr6jML7zVgY,3.8,cafe,"0    2.443754
Name: distance.value, dtype: float64"
Zoka Coffee Roaster & Tea Co,2901 Northeast Blakeley Street,Seattle,47.666069,-122.297606,ChIJXfLA8YYUkFQR6Zimch60wH0,4.4,cafe,"0    3.903667
Name: distance.value, dtype: float64"
Mrs. Fields,1420 5th Avenue,Seattle,47.61067979999999,-122.3349334,ChIJGxIr87RqkFQRBtfgLnjzkMM,3.8,cafe,"0    2.046613
Name: distance.value, dtype: float64"
The Georgian,411 University Street,Seattle,47.6080847,-122.3334322,ChIJk63I_rNqkFQR0S-WQKFW6ZI,4.3,cafe,"0    2.307023
Name: distance.value, dtype: float64"
Starbucks,First Floor Lobby,Seattle,47.580806300000006,-122.335363,ChIJ5bvVCydAkFQR55l3AA-slWE,4.2,cafe,"0    4.134245
Name: distance.value, dtype: float64"
Cupcake Royale - Madrona,1101 34th Avenue,Seattle,47.61176879999999,-122.2895219,ChIJxa7RRCdrkFQRnyNOdhahCUE,4.4,cafe,"0    0.70665
Name: distance.value, dtype: float64"
Caffe Vita,125 Prefontaine Place South,Seattle,47.6010383,-122.329398,ChIJYxoPALtqkFQRkiyPMUOWrpQ,4.5,cafe,"0    2.422001
Name: distance.value, dtype: float64"
